stk,stkName,yr,cyc,marCatch,marER,frfnCatch,frfnER,totCatch,totER,totRun
1,E. Stuart,1952,0,148777.00,0.80,6507.00,0.04,155284.00,0.84,185496.00
1,E. Stuart,1953,1,866724.00,0.83,27418.00,0.03,894142.00,0.85,1048178.00
1,E. Stuart,1954,2,198093.00,0.82,8673.00,0.04,206766.00,0.86,241816.00
1,E. Stuart,1955,3,137970.00,0.87,1355.00,0.01,139325.00,0.88,158970.00
1,E. Stuart,1956,0,65136.00,0.70,3073.00,0.03,68209.00,0.73,93229.00
1,E. Stuart,1957,1,289469.00,0.53,23952.00,0.04,313421.00,0.57,548271.00
1,E. Stuart,1958,2,114393.00,0.73,4467.00,0.03,118860.00,0.75,157667.00
1,E. Stuart,1959,3,23336.00,0.88,519.00,0.02,23855.00,0.90,26525.00
1,E. Stuart,1960,0,63432.00,0.62,4128.00,0.04,67560.00,0.66,102667.00
1,E. Stuart,1961,1,996024.00,0.81,30177.00,0.02,1026201.00,0.84,1225122.00
1,E. Stuart,1962,2,75185.00,0.69,6631.00,0.06,81816.00,0.75,108532.00
1,E. Stuart,1963,3,8646.00,0.58,1669.00,0.11,10315.00,0.69,14922.00
1,E. Stuart,1964,0,33303.00,0.44,10769.00,0.14,44072.00,0.58,76078.00
1,E. Stuart,1965,1,225473.00,0.88,7807.00,0.03,233280.00,0.91,256325.00
1,E. Stuart,1966,2,55621.00,0.79,4299.00,0.06,59920.00,0.85,70750.00
1,E. Stuart,1967,3,74337.00,0.75,3140.00,0.03,77477.00,0.79,98521.00
1,E. Stuart,1968,0,13715.00,0.49,12528.00,0.45,26243.00,0.95,27765.00
1,E. Stuart,1969,1,268776.00,0.62,52742.00,0.12,321518.00,0.75,431173.00
1,E. Stuart,1970,2,27397.00,0.32,22780.00,0.27,50177.00,0.59,84566.00
1,E. Stuart,1971,3,180541.00,0.55,49661.00,0.15,230202.00,0.71,326142.00
1,E. Stuart,1972,0,11963.00,0.51,6920.00,0.29,18883.00,0.80,23540.00
1,E. Stuart,1973,1,1015770.00,0.74,50519.00,0.04,1066289.00,0.78,1366181.00
1,E. Stuart,1974,2,102737.00,0.55,44666.00,0.24,147403.00,0.79,186921.00
1,E. Stuart,1975,3,288427.00,0.68,57026.00,0.13,345453.00,0.81,426202.00
1,E. Stuart,1976,0,11622.00,0.29,16213.00,0.41,27835.00,0.70,39596.00
1,E. Stuart,1977,1,1131897.00,0.84,93114.00,0.07,1225011.00,0.91,1342456.00
1,E. Stuart,1978,2,36769.00,0.25,59502.00,0.41,96271.00,0.66,146275.00
1,E. Stuart,1979,3,61075.00,0.27,68881.00,0.31,129956.00,0.58,222702.00
1,E. Stuart,1980,0,7124.00,0.22,7665.00,0.24,14789.00,0.47,31728.00
1,E. Stuart,1981,1,486469.00,0.64,139575.00,0.18,626044.00,0.83,755501.00
1,E. Stuart,1982,2,19885.00,0.25,47361.00,0.59,67246.00,0.84,80125.00
1,E. Stuart,1983,3,12278.00,0.13,54843.00,0.60,67121.00,0.74,90988.00
1,E. Stuart,1984,0,1555.00,0.03,9289.00,0.17,10844.00,0.19,56045.00
1,E. Stuart,1985,1,44883.00,0.13,77428.00,0.22,122311.00,0.34,356830.00
1,E. Stuart,1986,2,3162.00,0.07,13854.00,0.30,17016.00,0.37,45600.00
1,E. Stuart,1987,3,7188.00,0.04,22385.00,0.13,29573.00,0.17,177767.00
1,E. Stuart,1988,0,13365.00,0.06,28403.00,0.13,41768.00,0.19,221575.00
1,E. Stuart,1989,1,627746.00,0.52,199254.00,0.16,827000.00,0.68,1211799.00
1,E. Stuart,1990,2,5746.00,0.04,52084.00,0.34,57830.00,0.37,154865.00
1,E. Stuart,1991,3,182940.00,0.36,188394.00,0.37,371334.00,0.72,512453.00
1,E. Stuart,1992,0,6780.00,0.02,164529.00,0.47,171309.00,0.49,350407.00
1,E. Stuart,1993,1,208617.00,0.18,255059.00,0.22,463676.00,0.40,1151643.00
1,E. Stuart,1994,2,6160.00,0.03,40254.00,0.20,46414.00,0.23,204245.00
1,E. Stuart,1995,3,9246.00,0.07,6209.00,0.04,15455.00,0.11,138165.00
1,E. Stuart,1996,0,5405.00,0.06,2576.00,0.03,7981.00,0.08,95550.00
1,E. Stuart,1997,1,366773.00,0.22,404934.00,0.24,771707.00,0.46,1671734.82
1,E. Stuart,1998,2,5993.00,0.03,15027.00,0.08,21020.00,0.11,189759.38
1,E. Stuart,1999,3,4470.00,0.03,22334.00,0.13,26804.00,0.16,171628.61
1,E. Stuart,2000,0,11450.00,0.03,214508.00,0.57,225958.00,0.60,378191.55
1,E. Stuart,2001,1,4942.00,0.02,38338.00,0.18,43280.00,0.20,214186.00
1,E. Stuart,2002,2,1277.00,0.02,4440.00,0.07,5717.00,0.09,62663.00
1,E. Stuart,2003,3,691.78,0.02,469.12,0.02,1160.91,0.04,30275.42
1,E. Stuart,2004,0,4921.73,0.04,35482.79,0.26,40755.97,0.30,137100.11
1,E. Stuart,2005,1,3715.89,0.02,17769.52,0.08,21495.43,0.10,219696.34
1,E. Stuart,2006,2,1707.03,0.03,5918.62,0.11,7625.65,0.14,55781.74
1,E. Stuart,2007,3,66.81,0.01,904.21,0.07,971.02,0.08,12728.81
1,E. Stuart,2008,0,446.29,0.01,3692.35,0.11,4138.64,0.12,34005.64
1,E. Stuart,2009,1,2132.49,0.03,7419.66,0.09,9569.34,0.12,81469.34
1,E. Stuart,2010,2,3378.09,0.03,2734.62,0.03,6132.36,0.06,104877.09
1,E. Stuart,2011,3,317.22,0.01,1904.77,0.09,2229.80,0.11,21154.80
2,L. Stuart,1952,0,265.00,0.81,27.00,0.08,292.00,0.89,327.00
2,L. Stuart,1953,1,1133720.00,0.74,24200.00,0.02,1157920.00,0.76,1526554.00
2,L. Stuart,1954,2,30634.00,0.83,782.00,0.02,31416.00,0.85,36886.00
2,L. Stuart,1955,3,48511.00,0.83,2411.00,0.04,50922.00,0.87,58504.00
2,L. Stuart,1956,0,9670.00,0.83,1000.00,0.09,10670.00,0.92,11583.00
2,L. Stuart,1957,1,994449.00,0.64,22544.00,0.01,1016993.00,0.66,1548101.00
2,L. Stuart,1958,2,111577.00,0.81,3252.00,0.02,114829.00,0.83,138448.00
2,L. Stuart,1959,3,44212.00,0.84,463.00,0.01,44675.00,0.84,52900.00
2,L. Stuart,1960,0,11824.00,0.81,372.00,0.03,12196.00,0.84,14592.00
2,L. Stuart,1961,1,903964.00,0.66,44873.00,0.03,948837.00,0.70,1359724.00
2,L. Stuart,1962,2,31552.00,0.57,4765.00,0.09,36317.00,0.66,54960.00
2,L. Stuart,1963,3,3420.00,0.48,411.00,0.06,3831.00,0.54,7053.00
2,L. Stuart,1964,0,5605.00,0.71,675.00,0.09,6280.00,0.80,7891.00
2,L. Stuart,1965,1,525528.00,0.68,32846.00,0.04,558374.00,0.72,773317.00
2,L. Stuart,1966,2,40766.00,0.80,1264.00,0.02,42030.00,0.82,51057.00
2,L. Stuart,1967,3,11904.00,0.86,295.00,0.02,12199.00,0.88,13828.00
2,L. Stuart,1968,0,1412.00,0.74,118.00,0.06,1530.00,0.80,1919.00
2,L. Stuart,1969,1,858782.00,0.78,37887.00,0.03,896669.00,0.81,1103683.00
2,L. Stuart,1970,2,76071.00,0.81,2748.00,0.03,78819.00,0.84,93797.00
2,L. Stuart,1971,3,6138.00,0.75,472.00,0.06,6610.00,0.81,8145.00
2,L. Stuart,1972,0,26252.00,0.70,3838.00,0.10,30090.00,0.80,37431.00
2,L. Stuart,1973,1,1359027.00,0.85,33541.00,0.02,1392568.00,0.87,1606798.00
2,L. Stuart,1974,2,68143.00,0.75,8075.00,0.09,76218.00,0.84,90408.00
2,L. Stuart,1975,3,44446.00,0.68,6852.00,0.10,51298.00,0.78,65527.00
2,L. Stuart,1976,0,11772.00,0.73,1510.00,0.09,13282.00,0.82,16180.00
2,L. Stuart,1977,1,493646.00,0.75,20640.00,0.03,514286.00,0.78,660745.00
2,L. Stuart,1978,2,39430.00,0.70,4075.00,0.07,43505.00,0.77,56243.00
2,L. Stuart,1979,3,175707.00,0.82,7739.00,0.04,183446.00,0.85,215364.00
2,L. Stuart,1980,0,2292.00,0.60,550.00,0.14,2842.00,0.74,3817.00
2,L. Stuart,1981,1,998031.00,0.76,66336.00,0.05,1064367.00,0.81,1313861.00
2,L. Stuart,1982,2,83558.00,0.74,13279.00,0.12,96837.00,0.85,113595.00
2,L. Stuart,1983,3,11289.00,0.72,2247.00,0.14,13536.00,0.86,15782.00
2,L. Stuart,1984,0,18788.00,0.88,1424.00,0.07,20212.00,0.94,21440.00
2,L. Stuart,1985,1,1646598.00,0.83,56792.00,0.03,1703390.00,0.86,1978011.00
2,L. Stuart,1986,2,68937.00,0.64,10336.00,0.10,79273.00,0.73,107988.00
2,L. Stuart,1987,3,10509.00,0.46,5913.00,0.26,16422.00,0.72,22894.00
2,L. Stuart,1988,0,7820.00,0.43,3335.00,0.18,11155.00,0.61,18272.00
2,L. Stuart,1989,1,2693453.00,0.80,97937.00,0.03,2791390.00,0.83,3367087.00
2,L. Stuart,1990,2,635151.00,0.74,33684.00,0.04,668835.00,0.78,857914.00
2,L. Stuart,1991,3,279962.00,0.75,18280.00,0.05,298242.00,0.80,375102.00
2,L. Stuart,1992,0,225382.00,0.75,12445.00,0.04,237827.00,0.79,302388.00
2,L. Stuart,1993,1,3550632.00,0.69,255365.00,0.05,3805997.00,0.74,5162734.00
2,L. Stuart,1994,2,310720.00,0.60,37600.00,0.07,348320.00,0.67,516819.00
2,L. Stuart,1995,3,35938.00,0.36,29871.36,0.30,65809.36,0.66,100171.36
2,L. Stuart,1996,0,49252.00,0.34,34514.00,0.24,83766.00,0.57,146757.00
2,L. Stuart,1997,1,2184880.00,0.67,163042.00,0.05,2347922.00,0.72,3255574.00
2,L. Stuart,1998,2,129546.00,0.21,65179.00,0.11,194725.00,0.31,619040.00
2,L. Stuart,1999,3,6604.00,0.07,17975.00,0.18,24579.00,0.25,100142.00
2,L. Stuart,2000,0,279265.00,0.33,112479.00,0.13,394979.00,0.47,849376.00
2,L. Stuart,2001,1,132267.00,0.23,76015.00,0.13,212590.00,0.38,564105.00
2,L. Stuart,2002,2,98420.00,0.29,53646.00,0.16,154400.00,0.45,343490.00
2,L. Stuart,2003,3,53550.14,0.41,23521.14,0.18,79884.55,0.61,130080.58
2,L. Stuart,2004,0,392392.40,0.44,152058.00,0.17,557563.17,0.63,884765.74
2,L. Stuart,2005,1,74931.23,0.16,89261.48,0.19,165682.45,0.36,458842.05
2,L. Stuart,2006,2,100850.60,0.49,24267.86,0.12,128360.02,0.62,205523.39
2,L. Stuart,2007,3,3664.95,0.18,8293.62,0.41,11958.57,0.58,20445.57
2,L. Stuart,2008,0,17841.90,0.07,99086.98,0.37,123132.29,0.46,269701.29
2,L. Stuart,2009,1,4865.51,0.04,9895.77,0.08,14897.04,0.12,123602.04
2,L. Stuart,2010,2,57438.57,0.31,18548.17,0.10,77439.35,0.42,184210.14
2,L. Stuart,2011,3,2452.47,0.24,2619.10,0.25,5232.13,0.51,10323.24
3,Stellako,1952,0,146081.00,0.76,6766.00,0.04,152847.00,0.79,193231.00
3,Stellako,1953,1,148552.00,0.76,4718.00,0.02,153270.00,0.78,195404.00
3,Stellako,1954,2,750792.00,0.82,17458.00,0.02,768250.00,0.84,910109.00
3,Stellako,1955,3,319928.00,0.83,13101.00,0.03,333029.00,0.87,384768.00
3,Stellako,1956,0,150248.00,0.77,6590.00,0.03,156838.00,0.80,195276.00
3,Stellako,1957,1,130008.00,0.75,4356.00,0.03,134364.00,0.78,172886.00
3,Stellako,1958,2,1036129.00,0.89,9562.00,0.01,1045691.00,0.90,1158228.00
3,Stellako,1959,3,583013.00,0.87,8142.00,0.01,591155.00,0.88,670460.00
3,Stellako,1960,0,200196.00,0.81,8415.00,0.03,208611.00,0.84,247491.00
3,Stellako,1961,1,115201.00,0.68,8014.00,0.05,123215.00,0.72,170078.00
3,Stellako,1962,2,187536.00,0.57,19068.00,0.06,206604.00,0.62,331089.00
3,Stellako,1963,3,370400.00,0.70,21939.00,0.04,392339.00,0.74,531133.00
3,Stellako,1964,0,120624.00,0.71,14529.00,0.09,135153.00,0.80,169825.00
3,Stellako,1965,1,110285.00,0.70,8531.00,0.05,118816.00,0.75,158201.00
3,Stellako,1966,2,463736.00,0.80,16832.00,0.03,480568.00,0.83,582097.00
3,Stellako,1967,3,624281.00,0.85,15102.00,0.02,639383.00,0.87,730863.00
3,Stellako,1968,0,139305.00,0.76,14463.00,0.08,153768.00,0.84,184136.00
3,Stellako,1969,1,178441.00,0.75,10417.00,0.04,188858.00,0.79,238069.00
3,Stellako,1970,2,287441.00,0.82,15450.00,0.04,302891.00,0.87,348688.00
3,Stellako,1971,3,504834.00,0.91,10118.00,0.02,514952.00,0.93,554643.00
3,Stellako,1972,0,98588.00,0.68,8962.00,0.06,107550.00,0.75,144250.00
3,Stellako,1973,1,200844.00,0.84,8318.00,0.03,209162.00,0.87,239566.00
3,Stellako,1974,2,188013.00,0.76,16903.00,0.07,204916.00,0.83,246193.00
3,Stellako,1975,3,289961.00,0.57,46987.00,0.09,336948.00,0.66,512889.00
3,Stellako,1976,0,517482.00,0.73,43010.00,0.06,560492.00,0.79,711226.00
3,Stellako,1977,1,90223.00,0.75,7177.00,0.06,97400.00,0.81,120597.00
3,Stellako,1978,2,209108.00,0.72,23824.00,0.08,232932.00,0.80,291830.00
3,Stellako,1979,3,1511504.00,0.82,50697.00,0.03,1562201.00,0.84,1852243.00
3,Stellako,1980,0,178172.00,0.63,31759.00,0.11,209931.00,0.74,284265.00
3,Stellako,1981,1,199625.00,0.84,15193.00,0.06,214818.00,0.91,236644.00
3,Stellako,1982,2,329206.00,0.74,46367.00,0.10,375573.00,0.84,444993.00
3,Stellako,1983,3,347678.00,0.66,57409.00,0.11,405087.00,0.77,526779.00
3,Stellako,1984,0,577726.00,0.85,42417.00,0.06,620143.00,0.91,681100.00
3,Stellako,1985,1,390953.00,0.86,20339.00,0.04,411292.00,0.91,453391.00
3,Stellako,1986,2,228948.00,0.63,54978.00,0.15,283926.00,0.79,361103.00
3,Stellako,1987,3,841811.00,0.74,91352.00,0.08,933163.00,0.82,1144248.00
3,Stellako,1988,0,387135.00,0.43,148325.00,0.16,535460.00,0.59,903196.00
3,Stellako,1989,1,303412.00,0.83,17498.00,0.05,320910.00,0.88,364089.00
3,Stellako,1990,2,349377.00,0.73,32897.00,0.07,382274.00,0.80,476394.00
3,Stellako,1991,3,354331.00,0.75,24323.00,0.05,378654.00,0.80,474568.00
3,Stellako,1992,0,477318.00,0.74,36426.00,0.06,513744.00,0.79,648419.00
3,Stellako,1993,1,439018.00,0.79,22237.00,0.04,461255.00,0.84,552326.00
3,Stellako,1994,2,579344.00,0.61,67741.00,0.07,647085.00,0.68,956074.00
3,Stellako,1995,3,150771.00,0.36,123179.64,0.30,273950.64,0.66,415563.64
3,Stellako,1996,0,257960.00,0.33,180541.00,0.23,438501.00,0.57,771664.00
3,Stellako,1997,1,135525.00,0.67,11083.00,0.05,146608.00,0.73,201951.00
3,Stellako,1998,2,174835.00,0.21,86747.00,0.10,261582.00,0.31,835082.00
3,Stellako,1999,3,14268.00,0.07,35329.00,0.16,49597.00,0.23,216696.00
3,Stellako,2000,0,227513.00,0.33,89434.00,0.13,319583.00,0.46,692039.00
3,Stellako,2001,1,57444.00,0.23,33388.00,0.14,92703.00,0.38,244993.00
3,Stellako,2002,2,160765.00,0.29,65860.00,0.12,236951.00,0.42,561079.00
3,Stellako,2003,3,114365.58,0.41,50233.46,0.18,170607.25,0.61,277809.55
3,Stellako,2004,0,329346.77,0.49,95758.45,0.14,434346.10,0.64,678057.23
3,Stellako,2005,1,44663.70,0.16,52252.06,0.19,97808.56,0.36,273498.56
3,Stellako,2006,2,122791.05,0.39,45945.12,0.15,174577.94,0.56,312217.79
3,Stellako,2007,3,3587.26,0.06,13777.74,0.23,17365.00,0.29,58972.00
3,Stellako,2008,0,18854.66,0.08,45859.75,0.20,67653.45,0.30,228576.45
3,Stellako,2009,1,1554.98,0.04,3162.61,0.08,4760.97,0.12,39502.22
3,Stellako,2010,2,123558.26,0.31,39899.66,0.10,166582.70,0.42,396261.35
3,Stellako,2011,3,45754.43,0.24,48863.28,0.25,97613.05,0.51,192595.27
4,Bowron,1952,0,59241.00,0.74,2335.00,0.03,61576.00,0.77,80221.00
4,Bowron,1953,1,48474.00,0.77,995.00,0.02,49469.00,0.79,62746.00
4,Bowron,1954,2,53559.00,0.82,1291.00,0.02,54850.00,0.84,65365.00
4,Bowron,1955,3,95081.00,0.84,2183.00,0.02,97264.00,0.86,113076.00
4,Bowron,1956,0,29537.00,0.80,461.00,0.01,29998.00,0.81,36992.00
4,Bowron,1957,1,64268.00,0.84,624.00,0.01,64892.00,0.84,76903.00
4,Bowron,1958,2,52357.00,0.77,748.00,0.01,53105.00,0.78,67948.00
4,Bowron,1959,3,65114.00,0.68,1555.00,0.02,66669.00,0.70,95916.00
4,Bowron,1960,0,23011.00,0.72,1244.00,0.04,24255.00,0.76,31875.00
4,Bowron,1961,1,43728.00,0.84,729.00,0.01,44457.00,0.86,51906.00
4,Bowron,1962,2,11727.00,0.62,890.00,0.05,12617.00,0.67,18903.00
4,Bowron,1963,3,28399.00,0.50,3081.00,0.05,31480.00,0.56,56621.00
4,Bowron,1964,0,13982.00,0.62,2196.00,0.10,16178.00,0.71,22678.00
4,Bowron,1965,1,23981.00,0.88,646.00,0.02,24627.00,0.90,27286.00
4,Bowron,1966,2,17326.00,0.86,339.00,0.02,17665.00,0.88,20135.00
4,Bowron,1967,3,172027.00,0.83,3750.00,0.02,175777.00,0.85,207472.00
4,Bowron,1968,0,27483.00,0.79,3637.00,0.10,31120.00,0.90,34731.00
4,Bowron,1969,1,14534.00,0.77,455.00,0.02,14989.00,0.79,18861.00
4,Bowron,1970,2,19875.00,0.89,1045.00,0.05,20920.00,0.94,22225.00
4,Bowron,1971,3,156563.00,0.80,12850.00,0.07,169413.00,0.87,194910.00
4,Bowron,1972,0,41199.00,0.83,4569.00,0.09,45768.00,0.92,49906.00
4,Bowron,1973,1,17727.00,0.76,967.00,0.04,18694.00,0.80,23252.00
4,Bowron,1974,2,12757.00,0.75,2427.00,0.14,15184.00,0.89,17034.00
4,Bowron,1975,3,86366.00,0.69,8271.00,0.07,94637.00,0.76,124337.00
4,Bowron,1976,0,13350.00,0.78,1606.00,0.09,14956.00,0.87,17206.00
4,Bowron,1977,1,7819.00,0.73,331.00,0.03,8150.00,0.77,10650.00
4,Bowron,1978,2,12089.00,0.76,596.00,0.04,12685.00,0.80,15826.00
4,Bowron,1979,3,81399.00,0.66,7072.00,0.06,88471.00,0.72,123471.00
4,Bowron,1980,0,4269.00,0.53,865.00,0.11,5134.00,0.64,8028.00
4,Bowron,1981,1,4462.00,0.76,243.00,0.04,4705.00,0.80,5875.00
4,Bowron,1982,2,34201.00,0.69,13576.00,0.27,47777.00,0.97,49424.00
4,Bowron,1983,3,6105.00,0.37,3882.00,0.24,9987.00,0.61,16438.00
4,Bowron,1984,0,37357.00,0.70,5615.00,0.11,42972.00,0.80,53435.00
4,Bowron,1985,1,11689.00,0.57,2404.00,0.12,14093.00,0.69,20512.00
4,Bowron,1986,2,538.00,0.11,1221.00,0.25,1759.00,0.36,4883.00
4,Bowron,1987,3,8905.00,0.23,18832.00,0.49,27737.00,0.71,38808.00
4,Bowron,1988,0,18047.00,0.39,15827.00,0.34,33874.00,0.73,46654.00
4,Bowron,1989,1,18444.00,0.83,1350.00,0.06,19794.00,0.89,22328.00
4,Bowron,1990,2,8739.00,0.38,6691.00,0.29,15430.00,0.66,23290.00
4,Bowron,1991,3,10050.00,0.53,3838.00,0.20,13888.00,0.74,18807.00
4,Bowron,1992,0,3587.00,0.22,7777.00,0.49,11364.00,0.71,15958.00
4,Bowron,1993,1,3602.00,0.57,1539.00,0.24,5141.00,0.81,6325.00
4,Bowron,1994,2,3107.00,0.12,6210.00,0.23,9317.00,0.35,26743.00
4,Bowron,1995,3,11318.00,0.19,12615.00,0.22,23933.00,0.41,58350.00
4,Bowron,1996,0,1662.00,0.14,1869.00,0.16,3531.00,0.30,11707.00
4,Bowron,1997,1,13257.00,0.69,2470.00,0.13,15727.00,0.82,19273.00
4,Bowron,1998,2,554.00,0.05,1406.00,0.14,1960.00,0.19,10250.00
4,Bowron,1999,3,1221.00,0.04,5005.00,0.17,6226.00,0.21,29198.00
4,Bowron,2000,0,3521.00,0.15,5993.00,0.26,9514.00,0.41,22954.00
4,Bowron,2001,1,619.00,0.08,955.00,0.13,1574.00,0.21,7416.00
4,Bowron,2002,2,3571.00,0.24,2620.00,0.18,6191.00,0.41,14961.00
4,Bowron,2003,3,8661.54,0.34,3511.19,0.14,12735.45,0.50,25463.32
4,Bowron,2004,0,9913.70,0.41,3740.93,0.16,13974.71,0.58,23893.66
4,Bowron,2005,1,665.39,0.11,696.56,0.12,1392.13,0.24,5829.19
4,Bowron,2006,2,2388.37,0.25,947.94,0.10,3495.50,0.37,9569.74
4,Bowron,2007,3,1088.85,0.26,502.15,0.12,1591.00,0.38,4159.47
4,Bowron,2008,0,188.22,0.06,958.52,0.31,1168.95,0.38,3044.55
4,Bowron,2009,1,223.17,0.05,372.75,0.08,600.44,0.12,4940.44
4,Bowron,2010,2,2932.23,0.19,1404.02,0.09,4404.50,0.29,15292.98
4,Bowron,2011,3,1119.06,0.10,3610.44,0.33,4801.81,0.44,10953.31
5,Raft,1952,0,50964.00,0.75,1091.00,0.02,52055.00,0.77,67672.00
5,Raft,1953,1,29038.00,0.78,490.00,0.01,29528.00,0.79,37432.00
5,Raft,1954,2,32098.00,0.76,341.00,0.01,32439.00,0.76,42427.00
5,Raft,1955,3,34253.00,0.84,1294.00,0.03,35547.00,0.87,40626.00
5,Raft,1956,0,47982.00,0.81,2157.00,0.04,50139.00,0.85,59176.00
5,Raft,1957,1,28023.00,0.79,412.00,0.01,28435.00,0.81,35295.00
5,Raft,1958,2,30217.00,0.74,372.00,0.01,30589.00,0.75,40803.00
5,Raft,1959,3,52729.00,0.83,851.00,0.01,53580.00,0.84,63790.00
5,Raft,1960,0,18893.00,0.75,947.00,0.04,19840.00,0.78,25353.00
5,Raft,1961,1,20350.00,0.71,1094.00,0.04,21444.00,0.75,28737.00
5,Raft,1962,2,16154.00,0.66,835.00,0.03,16989.00,0.69,24602.00
5,Raft,1963,3,11178.00,0.53,1085.00,0.05,12263.00,0.59,20946.00
5,Raft,1964,0,11011.00,0.61,1725.00,0.10,12736.00,0.71,17913.00
5,Raft,1965,1,16248.00,0.67,1436.00,0.06,17684.00,0.73,24308.00
5,Raft,1966,2,32436.00,0.82,1042.00,0.03,33478.00,0.84,39722.00
5,Raft,1967,3,10507.00,0.87,285.00,0.02,10792.00,0.89,12071.00
5,Raft,1968,0,28844.00,0.70,1473.00,0.04,30317.00,0.74,40992.00
5,Raft,1969,1,21019.00,0.77,671.00,0.02,21690.00,0.80,27227.00
5,Raft,1970,2,16290.00,0.73,1417.00,0.06,17707.00,0.80,22169.00
5,Raft,1971,3,9858.00,0.90,303.00,0.03,10161.00,0.93,10962.00
5,Raft,1972,0,84340.00,0.82,6895.00,0.07,91235.00,0.89,102283.00
5,Raft,1973,1,12792.00,0.82,184.00,0.01,12976.00,0.83,15690.00
5,Raft,1974,2,8847.00,0.74,780.00,0.06,9627.00,0.80,12010.00
5,Raft,1975,3,6862.00,0.68,601.00,0.06,7463.00,0.74,10072.00
5,Raft,1976,0,48521.00,0.81,1972.00,0.03,50493.00,0.85,59731.00
5,Raft,1977,1,1675.00,0.70,86.00,0.04,1761.00,0.74,2378.00
5,Raft,1978,2,16297.00,0.85,473.00,0.02,16770.00,0.87,19263.00
5,Raft,1979,3,3969.00,0.65,363.00,0.06,4332.00,0.71,6108.00
5,Raft,1980,0,13207.00,0.67,991.00,0.05,14198.00,0.72,19616.00
