stk,yr,cyc,rec2,rec3,rec4,rec5,rec,eff,juv
14,1989,1,0,0.000104,0.013765,0.005689,0.019454,0.002813,NA
14,1990,2,0,0,0.014471,0.007886,0.022357,0.006702,NA
14,1991,3,0,0,0.010613,0.000771,0.011384,0.011945,NA
14,1992,4,0,0.000009,0.042702,0.007561,0.050263,0.006103,NA
14,1993,1,0,0.000052,0.028621,0.013201,0.041822,0.00503,NA
14,1994,2,0,0,0.004865,0.008122,0.012987,0.003515,NA
14,1995,3,0,0,0.031391,0.005357,0.036748,0.005988,NA
14,1996,4,0,0,0.009409,0.003534,0.012943,0.015409,NA
14,1997,1,0,0.000017,0.00367,0.002475,0.006145,0.004379,NA
14,1998,2,0,0.000025,0.009255,0.00386,0.013115,0.004972,NA
14,1999,3,0,0,0.030308,0.012588,0.042896,0.003341,NA
14,2000,4,0,0.000239,0.056019,0.003934,0.059953,0.004796,NA
14,2001,1,0,0,0.009545,0.002316,0.011861,0.003343,NA
14,2002,2,0,0.000046,0.066869,0.009039,0.075908,0.004936,NA
14,2003,3,0,0,0.010416,0.002932,0.013348,0.005317,NA
14,2004,4,0,0.000006,0.006985,0.000671847,0.007656847,0.001594,NA
14,2005,1,0,0,0.000906212,0.000626507,0.001532719,0.002817,NA
14,2006,2,0,0,0.018951828,0.011746958,0.030698787,0.008278,NA
14,2007,3,0,0,0.004841171,0.000379407,0.005220578,0.0069,NA
14,2008,4,0,0,0.007872701,0.000706517,0.008579218,0.00021,NA
14,2009,1,0,0,0.006744025,0.001855572,0.008599597,0.000715,NA
14,2010,2,0,0.000042,0.025746056,0.001657276,0.027403332,0.005564,NA
14,2011,3,0,0.000016,0.001325821,0.000562,0.001887821,0.004498,NA
14,2012,4,NA,NA,NA,NA,NA,0.000747,NA
14,2013,1,NA,NA,NA,NA,NA,0.001951,NA
14,2014,2,NA,NA,NA,NA,NA,0.006828,NA
14,2015,3,NA,NA,NA,NA,NA,0.000946,NA
15,1980,4,0,0,0.001532,0,0.001532,0.000062,NA
15,1981,1,0,0.000071,0.025296,0,0.025296,0.006887,NA
15,1982,2,0,0.000192,0.1039,0.005475,0.109375,0.002544,NA
15,1983,3,0,0,0.002382,0.00025,0.002632,0.000133,NA
15,1984,4,0,0.000012,0.002613,0,0.002613,0.000265,NA
15,1985,1,0,0.001471,0.042541,0,0.042541,0.001436,NA
15,1986,2,0,0,0.250911,0.006148,0.257059,0.011299,NA
15,1987,3,0,0.000049,0.020633,0.009762,0.030395,0.001148,NA
15,1988,4,0,0,0.00332,0,0.00332,0.000723,NA
15,1989,1,0,0.000578,0.01615,0,0.01615,0.003928,NA
15,1990,2,0,0.000265,0.311154,0.004738,0.315892,0.034411,NA
15,1991,3,0,0.00001,0.022037,0.003644,0.025681,0.004539,NA
15,1992,4,0,0.000001,0.002104,0.000349,0.002453,0.001385,NA
15,1993,1,0,0.000059,0.011827,0,0.011827,0.003259,NA
15,1994,2,0,0.000196,0.181988,0.002267,0.184255,0.026711,NA
15,1995,3,0,0.000011,0.01224,0.001925,0.014165,0.00781,NA
15,1996,4,0,0,0.003404,0.000744,0.004148,0.002205,NA
15,1997,1,0,0.000004,0.002249,0,0.002249,0.001415,NA
15,1998,2,0,0.000148,0.191273,0.002269,0.193542,0.017001,NA
15,1999,3,0,0,0.015722,0.010701,0.026423,0.002034,NA
15,2000,4,0,0.000002,0.040512,0.000698,0.04121,0.001732,NA
15,2001,1,0,0,0.017024,0,0.017024,0.001336,NA
15,2002,2,0,0.001008,0.675243,0.01581,0.691053,0.050375,NA
15,2003,3,0,0,0.001305,0.000376,0.001681,0.002477,NA
15,2004,4,0,0.000002,0.003764,0.000147731,0.003911731,0.000432,NA
15,2005,1,0,0,0.005761498,0,0.005761498,0.002686,NA
15,2006,2,0,0.001098,1.012864188,0.02222378,1.035087968,0.072735,NA
15,2007,3,0,0,0.048709655,0.001015996,0.049725651,0.004758,NA
15,2008,4,0,0,0.004789698,0.000614896,0.005404594,0.000139,NA
15,2009,1,0,0.000002,0.045092392,0.002350729,0.047443121,0.002665,NA
15,2010,2,0,0.00083332,0.41607897,0.006128801,0.422207771,0.273905,NA
15,2011,3,0,0.000034,0.008028729,0.000904,0.008932729,0.012451,NA
15,2012,4,NA,NA,NA,NA,NA,0.000644,NA
15,2013,1,NA,NA,NA,NA,NA,0.010957,NA
15,2014,2,NA,NA,NA,NA,NA,0.068761,NA
15,2015,3,NA,NA,NA,NA,NA,0.003535,NA
16,1968,4,0,0.003891,0.078371,0.000403,0.078774,0.003834,7.6452781
16,1969,1,0,0.001042,0.003556,0.000168,0.003724,0.00036,0.373951
16,1970,2,0,0.000258,0.000154,0,0.000154,0.000014,0.02457
16,1971,3,0,0.004926,0.007721,0,0.007721,0.000115,0.2384138
16,1972,4,0,0.00418,0.128111,0.000322,0.128433,0.003128,6.8307051
16,1973,1,0,0.001344,0.009447,0.003794,0.013241,0.000351,0.9317236
16,1974,2,0,0.001559,0.001413,0,0.001413,0.000037,0.08367535
16,1975,3,0,0.003841,0.015888,0,0.015888,0.001246,2.261151
16,1976,4,0,0.003009,0.067835,0.00235,0.070185,0.00882,18.5293068
16,1977,1,0,0.00069,0.017045,0.002975,0.02002,0.001174,2.14013015
16,1978,2,0,0.000589,0.00086,0.000198,0.001058,0.000129,0.2246674
16,1979,3,0,0.001866,0.015902,0,0.015902,0.001649,2.9996023
16,1980,4,0,0.001496,0.076467,0.001381,0.077848,0.011032,12.1714018
16,1981,1,0,0.000412,0.014267,0.003085,0.017352,0.001907,4.11163055
16,1982,2,0,0.003361,0.005472,0.000868,0.00634,0.000439,1.1708894
16,1983,3,0,0.001542,0.026208,0.000348,0.026556,0.003055,5.7124399
16,1984,4,0,0.00173,0.115017,0.021116,0.136133,0.009148,15.057
16,1985,1,0,0.00634,0.114856,0.010766,0.125622,0.002032,3.711625
16,1986,2,0,0.006349,0.02039,0.00061,0.021,0.00188,3.374763
16,1987,3,0,0.001683,0.022546,0.003604,0.02615,0.004105,6.0426
16,1988,4,0,0.009599,0.305722,0.004031,0.309753,0.017841,15.863186
16,1989,1,0,0.005779,0.038792,0.008523,0.047315,0.009795,11.72074
16,1990,2,0,0.000826,0.013177,0.001607,0.014784,0.003304,3.647740831
16,1991,3,0,0.001242,0.018884,0.001559,0.020443,0.004618,6.852236515
16,1992,4,0,0.011639,0.175651,0.008143,0.183794,0.009224,20.05298288
16,1993,1,0,0.000557,0.05441,0.012557,0.066967,0.00878,12.64047592
16,1994,2,0,0.000815,0.021039,0.01251,0.033549,0.001706,2.67272
16,1995,3,0,0.00197,0.020949,0.00054,0.021489,0.004533,NA
16,1996,4,0,0.000413,0.189011,0.008576,0.197587,0.014139,14.21239599
16,1997,1,0,0.000742,0.011493,0.001174,0.012667,0.001877,4.372804732
16,1998,2,0,0.000408,0.003841,0.000563,0.004404,0.002442,6.091979661
16,1999,3,0,0.002508,0.037729,0.002405,0.040134,0.001765,0.013942062
16,2000,4,0,0.000624,0.087114,0.004264,0.091378,0.016571,15.19268477
16,2001,1,0,0.000315,0.04319,0.006741,0.049931,0.004007,6.46826803
16,2002,2,0,0.001262,0.011045,0.000694,0.011739,0.001144,2.813076517
16,2003,3,0,0.000213,0.003861,0.000687,0.004548,0.005036,6.058553319
16,2004,4,0,0.000343,0.040513,0.00846099,0.04897399,0.005483,7.769611696
16,2005,1,0,0.00018,0.014037552,0.000871358,0.01490891,0.008851,6.35229771
16,2006,2,0,0.000978,0.024833696,0.013659254,0.038492949,0.001456,1.8
16,2007,3,0,0.006665,0.106618066,0.001191901,0.107809966,0.001079,1.5
16,2008,4,0,0.001573,0.066746453,0.010485661,0.077232114,0.001752,1.957686894
16,2009,1,0,0.002695,0.101155787,0.018398812,0.119554599,0.005274,4.80334421
16,2010,2,0,0.002387,0.038010733,0.004145447,0.04215618,0.005903,4.908001573
16,2011,3,0,0.001178,0.03383581,0.00243,0.03626581,0.026445,15.729992
16,2012,4,NA,NA,NA,NA,NA,0.006899,4.792393
16,2013,1,NA,NA,NA,NA,NA,0.023053,15.5
16,2014,2,NA,NA,NA,NA,NA,0.008495,9.475102
16,2015,3,NA,NA,NA,NA,NA,0.009643,NA
17,1973,1,0,0.000146,0.067467,0.005741,0.073208,0.010726,12.123
17,1974,2,0,0.000195,0.020017,0,0.020017,0.002072,2.054
17,1975,3,0,0.00034,0.152807,0.005729,0.158536,0.008655,13.856
17,1976,4,0,0.000027,0.007247,0,0.007247,0.000898,1.962
17,1977,1,0,0.000172,0.125303,0.006574,0.131877,0.010085,14.502
17,1978,2,0,0.000083,0.028397,0.002767,0.031164,0.001527,2.923
17,1979,3,0,0.000005,0.083912,0.017456,0.101368,0.021272,22.065
17,1980,4,0,0.000004,0.016037,0.005331,0.021368,0.001603,1.991
17,1981,1,0,0.000005,0.073214,0.00353,0.076744,0.011363,17.002
17,1982,2,0,0,0.005364,0.001411,0.006775,0.001423,1.415
17,1983,3,0,0.000032,0.13848,0.011219,0.149699,0.015945,19.328
17,1984,4,0,0,0.020594,0.004323,0.024917,0.003847,4.412
17,1985,1,0,0,0.041411,0.005442,0.046853,0.007731,6.700363389
17,1986,2,0,0,0.01608,0.004758,0.020838,0.002051,3.930767535
17,1987,3,0,0.000016,0.170901,0.020119,0.19102,0.015643,19.87102469
17,1988,4,0,0,0.048538,0.009201,0.057739,0.004514,8.596633607
17,1989,1,0,0,0.015466,0.003412,0.018878,0.002653,1.974444666
17,1990,2,0,0,0.014995,0.000739,0.015734,0.003405,2.345642074
17,1991,3,0,0.000112,0.047222,0.009005,0.056227,0.033387,18.31594618
17,1992,4,0,0.000009,0.05495,0.049754,0.104704,0.002355,4.28048813
17,1993,1,0,0,0.051434,0.005268,0.056702,0.004797,2.206122027
17,1994,2,0,0,0.009887,0.008471,0.018358,0.001077,1.993406834
17,1995,3,0,0.000025,0.065492,0,0.065492,0.008452,1.832089228
17,1996,4,0,0.000004,0.451557,0.095036,0.546593,0.018036,20.2945942
17,1997,1,0,0,0.002444,0.000742,0.003186,0.002624,1.536550712
17,1998,2,0,0.000009,0.003913,0.000957,0.00487,0.001983,3.300569641
17,1999,3,0,0,0.011388,0,0.011388,0.005026,4.131116377
17,2000,4,0,0,0.233547,0.02599,0.259537,0.065446,51.61791494
17,2001,1,0,0,0.04802,0.048105,0.096125,0.017875,17.78777998
17,2002,2,0,0,0.005758,0.000422,0.00618,0.001031,1.873758989
17,2003,3,0,0,0.00337,0.000335,0.003705,0.001677,2.242409276
17,2004,4,0,0.000032,0.200535,0.018897465,0.219432465,0.013773,16.411476
17,2005,1,0,0,0.0115626,0.004647403,0.016210003,0.012141,10.93378166
17,2006,2,0,0.000002,0.043268923,0.021608825,0.064877748,0.004487,7.299827287
17,2007,3,0,0,0.01034465,0.001161134,0.011505785,0.001006,1.350721548
17,2008,4,0,0.000004,0.085923949,0.005137997,0.091061946,0.010169,12.22307431
17,2009,1,0,0,0.017151843,0.004628786,0.021780629,0.003718,5.461032234
17,2010,2,0,0.000273,0.12060558,0.077944541,0.198550121,0.011892,19.25968025
17,2011,3,0,0,0.009084445,0.002139,0.011223445,0.001195,1.310692918
17,2012,4,NA,NA,NA,NA,NA,0.016766,16.57132606
17,2013,1,NA,NA,NA,NA,NA,0.007129,8.439340966
17,2014,2,NA,NA,NA,NA,NA,0.030742,26.41750048
17,2015,3,NA,NA,NA,NA,NA,0.009411,NA
18,1948,4,0,0,0.026803,0.095917,0.12272,0.02034,NA
18,1949,1,0,0,0.006085,0.013251,0.019336,0.004449,NA
18,1950,2,0,0.000062,0.091231,0.055044,0.146275,0.013313,NA
18,1951,3,0,0,0.041761,0.078541,0.120302,0.017922,NA
18,1952,4,0,0,0.039952,0.03189,0.071842,0.021904,NA
18,1953,1,0,0,0.012688,0.012372,0.02506,0.009303,NA
18,1954,2,0,0.000042,0.037926,0.013126,0.051052,0.008332,NA
18,1955,3,0,0.000005,0.078394,0.085616,0.16401,0.011221,NA
18,1956,4,0,0.000015,0.028169,0.038686,0.066855,0.011107,NA
18,1957,1,0,0,0.003474,0.024544,0.028018,0.00513,NA
18,1958,2,0,0.000012,0.012978,0.003157,0.016135,0.006658,NA
18,1959,3,0,0.00001,0.0218,0.039932,0.061732,0.006096,NA
18,1960,4,0,0,0.005842,0.027406,0.033248,0.012532,NA
18,1961,1,0,0.000074,0.026282,0.074479,0.100761,0.006542,NA
18,1962,2,0,0.000046,0.024085,0.032679,0.056764,0.008479,NA
18,1963,3,0,0.000068,0.088616,0.054052,0.142668,0.005798,NA
18,1964,4,0,0.000068,0.048016,0.142584,0.1906,0.00632,NA
18,1965,1,0,0,0.014943,0.024041,0.038984,0.003387,NA
18,1966,2,0,0.000065,0.024568,0.051336,0.075904,0.010735,NA
18,1967,3,0,0.000029,0.024122,0.042747,0.066869,0.005241,NA
18,1968,4,0,0.000045,0.038212,0.067282,0.105494,0.008194,NA
18,1969,1,0,0,0.009262,0.051821,0.061083,0.011739,NA
18,1970,2,0,0.000081,0.021806,0.032749,0.054555,0.003123,NA
18,1971,3,0,0.000462,0.091337,0.123848,0.215185,0.006696,NA
18,1972,4,0,0.000031,0.0783,0.044584,0.122884,0.006575,NA
18,1973,1,0,0.000011,0.011903,0.017262,0.029165,0.004713,NA
18,1974,2,0,0.000178,0.053388,0.078361,0.131749,0.008859,NA
18,1975,3,0,0.000081,0.06418,0.020578,0.084758,0.021376,NA
18,1976,4,0,0.000041,0.013812,0.091485,0.105297,0.019475,NA
18,1977,1,0,0.000057,0.015331,0.018676,0.034007,0.007798,NA
18,1978,2,0,0,0.010736,0.024013,0.034749,0.014116,NA
18,1979,3,0,0.000022,0.00377,0.034444,0.038214,0.020384,NA
18,1980,4,0,0.000008,0.010736,0.006169,0.016905,0.009191,NA
18,1981,1,0,0,0.002416,0.031641,0.034057,0.013301,NA
18,1982,2,0,0.000037,0.004318,0.01391,0.018228,0.00509,NA
18,1983,3,0,0.000022,0.01173,0.050301,0.062031,0.010093,NA
18,1984,4,0,0.000107,0.018612,0.056977,0.075589,0.008759,NA
18,1985,1,0,0.000026,0.00618,0.017002,0.023182,0.002113,NA
18,1986,2,0,0,0.006413,0.033585,0.039998,0.012305,NA
18,1987,3,0,0.000003,0.007374,0.014591,0.021965,0.005533,NA
18,1988,4,0,0,0.002587,0.05849,0.061077,0.019026,19026
18,1989,1,0,0.000007,0.004944,0.011658,0.016602,0.009051,9051
18,1990,2,0,0.000018,0.001561,0.007538,0.009099,0.006037,6037
18,1991,3,0,0.000001,0.00171,0.032177,0.033887,0.010867,10867
18,1992,4,0,0,0.029707,0.070846,0.100553,0.004411,4411
18,1993,1,0,0.000011,0.016103,0.086635,0.102738,0.01143,11430
18,1994,2,0,0.000081,0.004617,0.030016,0.034633,0.004087,4087
18,1995,3,0,0,0.008821,0.04415,0.052971,0.003185,3185
18,1996,4,0,0.000018,0.021331,0.129612,0.150943,0.021678,21678
18,1997,1,0,0.000011,0.012324,0.083927,0.096251,0.017239,17239
18,1998,2,0,0.000019,0.033437,0.098506,0.131943,0.049869,49869
18,1999,3,0,0,0.024538,0.118076,0.142614,0.019388,19388
18,2000,4,0,0.000015,0.041913,0.06936,0.111273,0.018581,18581
18,2001,1,0,0,0.007379,0.047231,0.05461,0.074627,74627
18,2002,2,0,0.000015,0.02498,0.044165,0.069145,0.039138,39138
18,2003,3,0,0,0.000373,0.013413,0.013786,0.03997,39970
18,2004,4,0,0.000009,0.009201,0.030713253,0.039914253,0.033786,33786
18,2005,1,0,0,0.001726485,0.006609082,0.008335567,0.033806,33806
18,2006,2,0,0.000008,0.012709774,0.054306598,0.067016371,0.021301,21301
18,2007,3,0,0,0.011425159,0.069776353,0.081201511,0.019935,19935
18,2008,4,0,0.000009,0.014412244,0.06553857,0.079950814,0.006348,6348
18,2009,1,0,0,0.009166234,0.039967184,0.049133418,0.018838,18838
18,2010,2,0,0.000038,0.015542794,0.028122456,0.04366525,0.008783,8783
18,2011,3,0,0.000011,0.026530619,0.050181,0.076711619,0.030439,30439
18,2012,4,NA,NA,NA,NA,NA,0.041415,41415
18,2013,1,NA,NA,NA,NA,NA,0.030166,30166
18,2014,2,NA,NA,NA,NA,NA,0.014427,14427
18,2015,3,NA,NA,NA,NA,NA,0.018361,18361
19,1948,4,0,0,0.043283,0,0.043283,0.014577,NA
19,1949,1,0,0.011423,0.02565,0,0.037073,0.004372,NA
19,1950,2,0,0.048269,0.02983,0,0.078099,0.018216,NA
19,1951,3,0.000903,0.103041,0.018078,0,0.121119,0.013181,NA
19,1952,4,0,0.018421,0.004633,0,0.023054,0.017215,NA
19,1953,1,0,0.002232,0.007552,0,0.009784,0.007641,NA
19,1954,2,0,0.006146,0.008651,0,0.014797,0.016869,NA
19,1955,3,0.000087,0.060115,0.080836,0,0.140951,0.003405,NA
19,1956,4,0,0.087258,0.0096,0,0.096858,0.001266,NA
19,1957,1,0.000043,0.025371,0.034739,0,0.06011,0.00182,NA
19,1958,2,0.000107,0.055305,0.00448,0,0.059785,0.006404,NA
19,1959,3,0.000014,0.010452,0.031079,0,0.041531,0.017657,NA
19,1960,4,0,0.026094,0.003357,0,0.029451,0.007076,NA
19,1961,1,0.000041,0.001634,0.01155,0,0.013184,0.021725,NA
19,1962,2,0,0.031134,0.019678,0,0.050812,0.004155,NA
19,1963,3,0,0.050277,0.037548,0,0.087825,0.009803,NA
19,1964,4,0.000047,0.043883,0.007247,0,0.05113,0.001101,NA
19,1965,1,0.000065,0.008237,0.012043,0,0.02028,0.007779,NA
19,1966,2,0.000019,0.042848,0.012577,0,0.055425,0.009295,NA
19,1967,3,0.000145,0.021814,0.028976,0,0.05079,0.012672,NA
19,1968,4,0.000126,0.013492,0.004193,0,0.017685,0.002854,NA
19,1969,1,0,0.00215,0.005152,0,0.007302,0.007559,NA
19,1970,2,0.000098,0.01881,0.020855,0,0.039665,0.006471,NA
19,1971,3,0,0.061283,0.023176,0,0.084459,0.00197,NA
19,1972,4,0,0.001153,0.00081,0,0.001963,0.000794,NA
19,1973,1,0,0.032256,0.005425,0,0.037681,0.001571,NA
19,1974,2,0,0.006133,0.034205,0,0.040338,0.008709,NA
19,1975,3,0,0.022979,0.105641,0,0.12862,0.003381,NA
19,1976,4,0,0.04341,0.001184,0,0.044594,0.002933,NA
19,1977,1,0,0.016076,0.007982,0,0.024058,0.001374,NA
19,1978,2,0,0.007016,0.034177,0,0.041193,0.010488,NA
19,1979,3,0,0.00047,0.010425,0,0.010895,0.020234,NA
19,1980,4,0,0.013416,0.000977,0,0.014393,0.002262,NA
19,1981,1,0,0.012466,0.005403,0,0.017869,0.001788,NA
19,1982,2,0,0.004275,0.024681,0,0.028956,0.004686,NA
19,1983,3,0,0.007855,0.009995,0,0.01785,0.002132,NA
19,1984,4,0.000069,0.003558,0.001569,0,0.005127,0.000689,NA
19,1985,1,0.000069,0.003694,0.010713,0,0.014407,0.001825,NA
19,1986,2,0,0.00568,0.003927,0,0.009607,0.004145,NA
19,1987,3,0,0.0033,0.041748,0,0.045048,0.002686,NA
19,1988,4,0.000185,0.002005,0.001786,0,0.003791,0.000947,NA
19,1989,1,0,0.000489,0.012934,0,0.013423,0.001997,NA
19,1990,2,0,0.061732,0.064156,0,0.125888,0.001888,NA
19,1991,3,0,0.004426,0.033685,0,0.038111,0.007958,NA
19,1992,4,0,0.000517,0.003219,0,0.003736,0.000172,NA
19,1993,1,0,0.014645,0.004451,0,0.019096,0.002271,NA
19,1994,2,0,0.000286,0.020396,0,0.020682,0.006087,NA
19,1995,3,0,0.001537,0.048276,0,0.049813,0.006758,NA
19,1996,4,0,0.003058,0.004502,0,0.00756,0.008255,NA
19,1997,1,0,0.010357,0.071883,0,0.08224,0.001084,NA
19,1998,2,0,0.01816,0.04605,0,0.06421,0.003012,NA
19,1999,3,0,0.016673,0.074656,0,0.091329,0.005592,NA
19,2000,4,0,0.00795,0.003873,0,0.011823,0.001745,NA
19,2001,1,0,0.05396,0.333007,0,0.386967,0.008335,NA
19,2002,2,0,0.088078,0.188564,0,0.276642,0.024384,NA
19,2003,3,0,0.020138,0.083148,0,0.103286,0.006043,NA
19,2004,4,0,0.107366,0.03485,0,0.142216,0.000986,NA
19,2005,1,0,0.00577,0.010133059,0,0.015903059,0.211547,NA
19,2006,2,0,0.390122771,0.998291568,0,1.388414339,0.090944,NA
19,2007,3,0,0.304932697,1.33184975,0,1.636782447,0.057444,NA
19,2008,4,0,0.057906511,0.118829728,0,0.176736239,0.004409,NA
19,2009,1,0,0.025206306,0.149543523,0,0.174749829,0.100603,NA
19,2010,2,0,0.229656125,1.263346311,0,1.493002436,0.399661,NA
19,2011,3,0,0.059103921,0.170651137,0,0.229755058,0.38708,NA
19,2012,4,0,0.01456778,0.067387,0,0.08195478,0.032895,NA
19,2013,1,NA,NA,NA,NA,NA,0.078023,NA
19,2014,2,NA,NA,NA,NA,NA,0.238373,
19,2015,3,NA,NA,NA,NA,NA,0.058297,NA
